output	ASV	DFP.024	DFP.025	DFP.026	DFP.027	DFP.028	DFP.029	DFP.030	DFP.031	DFP.032	DFP.000	DFP.001	DFP.002	DFP.003	DFP.004	DFP.005	DFP.006	DFP.007	DFP.008	DFP.009	DFP.010	DFP.011	DFP.012	DFP.013	DFP.014	DFP.015	DFP.016	DFP.017	DFP.018	DFP.019	DFP.020	DFP.021	DFP.022	DFP.023
2232	Root (80.6%); Bacteria (80.6%); Bacteroidota (80.6%); Bacteroidia (80.6%); Flavobacteriales (79%); Flavobacteriaceae (79%); unclassified_Flavobacteriaceae (79%)	ASV3053	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
2233	Root (88.1%); Bacteria (88.1%); Bacteroidota (88.1%); Bacteroidia (88.1%); Chitinophagales (88.1%); Chitinophagaceae (88.1%); unclassified_Chitinophagaceae (88.1%)	ASV3054	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
2234	Root (94.9%); Bacteria (94.9%); Actinobacteriota (94.9%); Acidimicrobiia (94.1%); Microtrichales (94.1%); Microtrichaceae (94.1%); IMCC26207 (94.1%)	ASV3055	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2235	Root (69.7%); Bacteria (69.7%); Planctomycetota (69.7%); Phycisphaerae (69.7%); Tepidisphaerales (69.7%); WD2101 soil group (68.5%)	ASV3056	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2236	Root (97.3%); Bacteria (97.3%); Verrucomicrobiota (97.3%); Verrucomicrobiae (97.3%); Opitutales (97.3%); Opitutaceae (97.3%); Opitutus (81.7%)	ASV3057	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2237	Root (91.9%); Bacteria (91.9%); Proteobacteria (91.9%); Alphaproteobacteria (91.9%); Sphingomonadales (90.1%); Sphingomonadaceae (90.1%); unclassified_Sphingomonadaceae (90.1%)	ASV3058	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2238	Root (85.4%); Bacteria (85.4%); Proteobacteria (84.8%); Alphaproteobacteria (84.8%); Sphingomonadales (79.4%); Sphingomonadaceae (79.4%); unclassified_Sphingomonadaceae (79.4%)	ASV3059	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0
2239	Root (97.4%); Bacteria (97.4%); Bacteroidota (97.4%); Bacteroidia (97.4%); Sphingobacteriales (97.4%); env.OPS 17 (97.4%)	ASV306	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	5753	0	0	0	0	0	0	0
2240	Root (66.5%); Bacteria (66%); Bdellovibrionota (62.4%); Oligoflexia (62.4%); Oligoflexales (62.4%); Oligoflexus (61.9%)	ASV3060	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2241	Root (72.2%); Bacteria (72.2%); Patescibacteria (72.2%); Saccharimonadia (72.2%); Saccharimonadales (72.2%); Saccharimonadaceae (72.2%); unclassified_Saccharimonadaceae (72.2%)	ASV3061	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2242	Root (65.7%); Bacteria (65.7%); unclassified_Bacteria (65.7%)	ASV3062	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2243	Root (70.8%); Bacteria (70.8%); Bdellovibrionota (63.9%); Oligoflexia (63.9%); 0319-6G20 (63.9%)	ASV3063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2244	Root (87.4%); Bacteria (87.4%); Cyanobacteria (87.4%); Sericytochromatia (87.4%)	ASV3064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
2245	Root (63.7%); Bacteria (63.7%); unclassified_Bacteria (63.7%)	ASV3065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
2246	Root (90.5%); Bacteria (90.5%); Proteobacteria (90.5%); Alphaproteobacteria (90.5%); Rhizobiales (90.5%); Beijerinckiaceae (86.8%); 1174-901-12 (77.4%)	ASV3066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2247	Root (49.7%); unclassified_Root (49.7%)	ASV3067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
2248	Root (91.3%); Bacteria (91.3%); Bacteroidota (91.3%); Bacteroidia (91.3%); Sphingobacteriales (91.3%); Sphingobacteriaceae (91.3%); unclassified_Sphingobacteriaceae (91.3%)	ASV3068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
2249	Root (90.8%); Bacteria (90.8%); Bacteroidota (90.8%); Bacteroidia (90.8%); Sphingobacteriales (90%); Sphingobacteriaceae (90%); Olivibacter (77.3%)	ASV3069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	5	0	0	0	0	0	0	0	0	0
2250	Root (97.9%); Bacteria (97.9%); Proteobacteria (97.9%); Gammaproteobacteria (97.9%); Burkholderiales (97.9%); Comamonadaceae (95.8%); unclassified_Comamonadaceae (95.8%)	ASV307	179	512	0	219	131	0	1407	3368	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0
2251	Root (88.6%); Bacteria (88.6%); Proteobacteria (88.6%); Alphaproteobacteria (88.6%); Acetobacterales (87.9%); Acetobacteraceae (87.9%); Roseomonas (72.2%)	ASV3070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	10	0	0	6	0	0	0	0	0	0
2252	Root (95.3%); Bacteria (95.3%); Firmicutes (78.1%); Clostridia (78.1%); Peptostreptococcales-Tissierellales (78.1%); Sedimentibacteraceae (75.4%); Sedimentibacter (75.4%)	ASV3071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
2253	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Reyranellales (100%); Reyranellaceae (100%); Reyranella (100%)	ASV3072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
2254	Root (64.2%); Bacteria (63.4%); unclassified_Bacteria (63.4%)	ASV3073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
2255	Root (85.8%); Bacteria (85.8%); Abditibacteriota (85.8%); Abditibacteria (85.8%); Abditibacteriales (85.8%); Abditibacteriaceae (85.8%); Abditibacterium (85.8%)	ASV3074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	13
2256	Root (97%); Bacteria (97%); Myxococcota (97%); Polyangia (97%); Polyangiales (97%); Polyangiaceae (88.8%); Aetherobacter (70%)	ASV3075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
2257	Root (95.2%); Bacteria (95.2%); Myxococcota (94.4%); Polyangia (94.4%); Polyangiales (94.4%); Sandaracinaceae (94.4%); Sandaracinus (94.4%)	ASV3076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
2258	Root (86.4%); Bacteria (86.4%); Proteobacteria (85.7%); Alphaproteobacteria (85.7%); Acetobacterales (85.7%); Acetobacteraceae (85.7%); Craurococcus-Caldovatus (83.1%)	ASV3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	0	2	0	0
2259	Root (88.1%); Bacteria (88.1%); Bdellovibrionota (87.4%); Oligoflexia (87.4%); 0319-6G20 (87.4%)	ASV3078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
2260	Root (48.7%); unclassified_Root (48.7%)	ASV3079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
2261	Root (100%); Bacteria (100%); Proteobacteria (94.7%); Gammaproteobacteria (94.7%); Pseudomonadales (83%); Pseudomonadaceae (83%); Pseudomonas (67.1%)	ASV308	183	246	281	481	237	2636	0	0	0	0	0	0	0	149	0	59	0	0	18	100	0	239	0	518	0	0	0	127	0	0	0	135	447
2262	Root (49.9%); unclassified_Root (49.9%)	ASV3080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
2263	Root (80.4%); Bacteria (80.4%); Proteobacteria (80.4%); Alphaproteobacteria (80.4%); Caulobacterales (73.7%); Caulobacteraceae (73%); unclassified_Caulobacteraceae (73%)	ASV3081	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2264	Root (100%); Bacteria (100%); Myxococcota (100%); Polyangia (100%); Polyangiales (100%); Sandaracinaceae (100%); Sandaracinus (100%)	ASV3082	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2265	Root (77.6%); Bacteria (77.6%); Planctomycetota (76.9%); Planctomycetes (76.9%); Gemmatales (76.9%); Gemmataceae (76.9%); Zavarzinella (72.5%)	ASV3083	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2266	Root (90.8%); Bacteria (90.8%); Planctomycetota (90.8%); Phycisphaerae (90.8%); Tepidisphaerales (90.8%); WD2101 soil group (90.8%)	ASV3084	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2267	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Chitinophagales (100%); Chitinophagaceae (100%); Ferruginibacter (100%)	ASV3085	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2268	Root (95.3%); Bacteria (95.3%); Proteobacteria (95.3%); Alphaproteobacteria (95.3%); Sphingomonadales (93.4%); Sphingomonadaceae (93.4%); unclassified_Sphingomonadaceae (93.4%)	ASV3086	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2269	Root (100%); Bacteria (100%); Firmicutes (99.1%); Clostridia (68.9%); Peptostreptococcales-Tissierellales (68.9%); Peptostreptococcaceae (67.9%); unclassified_Peptostreptococcaceae (67.9%)	ASV3087	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2270	Root (100%); Bacteria (100%); Acidobacteriota (100%); Vicinamibacteria (100%); Vicinamibacterales (100%); Vicinamibacteraceae (100%); Luteitalea (95.6%)	ASV3088	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2271	Root (72.9%); Bacteria (72.9%); Planctomycetota (72.9%); Phycisphaerae (72.9%); Tepidisphaerales (72.4%); WD2101 soil group (71.3%)	ASV3089	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2272	Root (81.5%); Bacteria (81.5%); Proteobacteria (78.6%); Gammaproteobacteria (78.6%); Legionellales (71.9%); Legionellaceae (71.9%); Legionella (71.9%)	ASV309	5699	141	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2273	Root (82.3%); Bacteria (82.3%); Proteobacteria (82.3%); Alphaproteobacteria (82.3%); Rhizobiales (78.7%); Beijerinckiaceae (73.1%); unclassified_Beijerinckiaceae (73.1%)	ASV3090	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0
2274	Root (83.4%); Bacteria (83.4%); Acidobacteriota (83.4%); Blastocatellia (83.4%); Blastocatellales (79.9%); Blastocatellaceae (79.9%); unclassified_Blastocatellaceae (79.9%)	ASV3091	3	7	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
2275	Root (99%); Bacteria (99%); Actinobacteriota (99%); Actinobacteria (99%); Propionibacteriales (99%); Nocardioidaceae (99%); unclassified_Nocardioidaceae (99%)	ASV3092	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2276	Root (100%); Bacteria (100%); Firmicutes (100%); Clostridia (100%); Clostridiales (100%); Clostridiaceae (100%); Clostridium sensu stricto 8 (81.6%)	ASV3093	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2277	Root (100%); Bacteria (100%); Actinobacteriota (100%); Actinobacteria (100%); Micrococcales (93.1%); Intrasporangiaceae (89.5%); unclassified_Intrasporangiaceae (89.5%)	ASV3094	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2278	Root (90.9%); Bacteria (90.9%); Bacteroidota (90.9%); Bacteroidia (90.9%); Cytophagales (90.9%); Hymenobacteraceae (90.9%); Hymenobacter (89.9%)	ASV3095	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
2279	Root (91.2%); Bacteria (91.2%); Bacteroidota (91.2%); Bacteroidia (91.2%); Cytophagales (91.2%); Hymenobacteraceae (90.6%); Hymenobacter (90.6%)	ASV3096	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2280	Root (57.2%); unclassified_Root (57.2%)	ASV3097	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
2281	Root (78.9%); Bacteria (78.9%); Verrucomicrobiota (78.9%); Verrucomicrobiae (78.9%); Chthoniobacterales (78.1%); Chthoniobacteraceae (75.4%); unclassified_Chthoniobacteraceae (75.4%)	ASV3098	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2282	Root (100%); Bacteria (100%); Bacteroidota (100%); Bacteroidia (100%); Cytophagales (100%); Spirosomaceae (100%); Emticicia (100%)	ASV31	0	0	0	0	15	18	10410	52583	0	0	0	0	0	0	0	0	0	0	0	5027	12302	0	0	6	0	0	0	0	0	0	0	0	0
2283	Root (98.8%); Bacteria (98.8%); Verrucomicrobiota (98.8%); Verrucomicrobiae (98.8%); Opitutales (98.8%); Opitutaceae (98.8%); Cephaloticoccus (69.1%)	ASV310	716	38	0	58	0	0	5	21	0	0	0	0	0	0	0	0	916	0	0	1223	25	0	607	1076	24	509	0	0	10	0	3	311	309
2284	Root (94.6%); Bacteria (94.6%); Proteobacteria (94.6%); Gammaproteobacteria (94.6%); Aeromonadales (66.5%); unclassified_Aeromonadales (66.5%)	ASV3100	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2285	Root (51.5%); unclassified_Root (51.5%)	ASV3101	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2286	Root (91.5%); Bacteria (91.5%); Planctomycetota (91.5%); Planctomycetes (91.5%); Gemmatales (91.5%); Gemmataceae (91.5%); Gemmata (88.6%)	ASV3102	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2287	Root (54.9%); unclassified_Root (54.9%)	ASV3103	0	0	17	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2288	Root (97.4%); Bacteria (97.4%); Bacteroidota (97.4%); Bacteroidia (97.4%); Flavobacteriales (97.4%); Weeksellaceae (97.4%); Chryseobacterium (82%)	ASV3104	0	0	0	14	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2289	Root (61.5%); Bacteria (61.5%); unclassified_Bacteria (61.5%)	ASV3105	0	0	0	0	2	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2290	Root (64.8%); Bacteria (64.8%); Bacteroidota (64%); Bacteroidia (64%); unclassified_Bacteroidia (64%)	ASV3106	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2291	Root (100%); Bacteria (100%); Firmicutes (100%); Clostridia (100%); Hungateiclostridiaceae (100%); Ruminiclostridium (97%)	ASV3107	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2292	Root (66.8%); Bacteria (66.8%); Proteobacteria (61.8%); Gammaproteobacteria (61.3%); unclassified_Gammaproteobacteria (61.3%)	ASV3108	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2293	Root (100%); Bacteria (100%); Firmicutes (100%); Clostridia (100%); Peptostreptococcales-Tissierellales (100%); Peptostreptococcaceae (100%); Paraclostridium (64.6%)	ASV3109	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2294	Root (95.4%); Bacteria (95.4%); Verrucomicrobiota (95.4%); Verrucomicrobiae (95.4%); Verrucomicrobiales (95.4%); Rubritaleaceae (95.4%); Luteolibacter (95.4%)	ASV311	556	0	0	0	0	0	0	0	0	0	3	0	0	93	532	0	0	204	0	0	71	0	3126	560	108	83	0	20	0	0	18	0	472
2295	Root (78.6%); Bacteria (78.6%); Planctomycetota (78.6%); Phycisphaerae (78.6%); Tepidisphaerales (78.6%); WD2101 soil group (75.2%)	ASV3110	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2296	Root (51.6%); unclassified_Root (51.6%)	ASV3111	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2297	Root (100%); Bacteria (100%); Proteobacteria (100%); Alphaproteobacteria (100%); Rhizobiales (100%); Beijerinckiaceae (100%); Microvirga (84.8%)	ASV3112	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2298	Root (33.8%); unclassified_Root (33.8%)	ASV3113	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	4	2	0	0	0	0	4	0	0	0
2299	Root (57.5%); unclassified_Root (57.5%)	ASV3114	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300	Root (95.4%); Bacteria (95.4%); Proteobacteria (95.4%); Alphaproteobacteria (95.4%); Caulobacterales (94.5%); Caulobacteraceae (94.5%); Caulobacter (87.3%)	ASV3115	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2301	Root (84.2%); Bacteria (84.2%); Bacteroidota (83.7%); Bacteroidia (83.7%); Flavobacteriales (83.7%); Flavobacteriaceae (83.7%); Flavobacterium (69.7%)	ASV3116	0	0	0	0	0	0	0	0	0	0	9	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2302	Root (59.1%); unclassified_Root (59.1%)	ASV3117	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2303	Root (88.6%); Bacteria (88.6%); Bacteroidota (88.6%); Bacteroidia (88.6%); Sphingobacteriales (88.6%); Sphingobacteriaceae (88.6%); unclassified_Sphingobacteriaceae (88.6%)	ASV3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2304	Root (90.9%); Bacteria (90.9%); Proteobacteria (90.9%); Alphaproteobacteria (90.9%); Sphingomonadales (90.1%); Sphingomonadaceae (90.1%); unclassified_Sphingomonadaceae (90.1%)	ASV3119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2305	Root (100%); Bacteria (100%); Proteobacteria (100%); Gammaproteobacteria (100%); Burkholderiales (100%); Comamonadaceae (98%); unclassified_Comamonadaceae (98%)	ASV312	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1765	447	0	2100	0	0	1426	0	0	0	0	0	0	0
2306	Root (36.4%); unclassified_Root (36.4%)	ASV3120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7
2307	Root (71.9%); Bacteria (71.9%); Proteobacteria (69%); Gammaproteobacteria (68.2%); unclassified_Gammaproteobacteria (68.2%)	ASV3121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0
2308	Root (37.5%); unclassified_Root (37.5%)	ASV3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	5	0	0	4	4	0	0	0	0	0	0	0	0
2309	Root (66.1%); Bacteria (66.1%); Proteobacteria (64.8%); Gammaproteobacteria (62.7%); unclassified_Gammaproteobacteria (62.7%)	ASV3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310	Root (64.6%); Bacteria (64.6%); unclassified_Bacteria (64.6%)	ASV3124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
2311	Root (93%); Bacteria (93%); Bacteroidota (93%); Bacteroidia (93%); Flavobacteriales (93%); Flavobacteriaceae (93%); Flavobacterium (90.3%)	ASV3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	11	0	0	0	0	0	0	0	0	0	0	0
2312	Root (89.4%); Bacteria (89.4%); Firmicutes (89.4%); Clostridia (89.4%); Clostridiales (89.4%); Clostridiaceae (89.4%); unclassified_Clostridiaceae (89.4%)	ASV3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
2313	Root (98%); Bacteria (98%); Bacteroidota (98%); Bacteroidia (98%); Sphingobacteriales (98%); Sphingobacteriaceae (98%); Mucilaginibacter (81.9%)	ASV3127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0
2314	Root (100%); Bacteria (100%); Proteobacteria (100%); Gammaproteobacteria (100%); Burkholderiales (100%); Alcaligenaceae (99%); unclassified_Alcaligenaceae (99%)	ASV3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
2315	Root (71.9%); Bacteria (71.9%); Bacteroidota (71.9%); Bacteroidia (71.3%); Cytophagales (63.5%); unclassified_Cytophagales (63.5%)	ASV3129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
2316	Root (92.3%); Bacteria (92.3%); Bacteroidota (92.3%); Bacteroidia (92.3%); Cytophagales (92.3%); Spirosomaceae (92.3%); Spirosoma (85.2%)	ASV313	843	1320	3419	7	0	0	0	0	14	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
2317	Root (73%); Bacteria (73%); Cyanobacteria (72.4%); Cyanobacteriia (72.4%); Chloroplast (66.9%)	ASV3130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	7	0	0	0	0
2318	Root (86.5%); Bacteria (86.5%); Planctomycetota (86.5%); Planctomycetes (86.5%); Pirellulales (86.5%); Pirellulaceae (86.5%); Pirellula (86.5%)	ASV3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
2319	Root (95.3%); Bacteria (95.3%); Proteobacteria (95.3%); Gammaproteobacteria (95.3%); Burkholderiales (95.3%); Comamonadaceae (94.1%); unclassified_Comamonadaceae (94.1%)	ASV3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
2320	Root (43.7%); unclassified_Root (43.7%)	ASV3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
2321	Root (67.6%); Bacteria (67.6%); Cyanobacteria (65.8%); Cyanobacteriia (65.8%); unclassified_Cyanobacteriia (65.8%)	ASV3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
2322	Root (94.6%); Bacteria (94.6%); Proteobacteria (94.6%); Alphaproteobacteria (94.6%); Acetobacterales (93.6%); Acetobacteraceae (93.6%); Roseomonas (88.6%)	ASV3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	0
2323	Root (86.9%); Bacteria (86.9%); Planctomycetota (86.9%); Planctomycetes (86.9%); Gemmatales (86.1%); Gemmataceae (86.1%); Gemmata (85%)	ASV3136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
2324	Root (45.8%); unclassified_Root (45.8%)	ASV3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
2325	Root (41.4%); unclassified_Root (41.4%)	ASV3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
